"X1_graph","X8_frantfreqparm","Word","nl","oPE","Npix","OLD20","CN","Freq"
"azuré",0.16,"azuré",5,453.969729218398,770.811764705882,1.75,2,0.16
"azyme",0.19,"azyme",5,542.187077881879,853.407843137255,2.25,1,0.19
"aèdes",0.06,"aèdes",5,445.470571541847,867.317647058824,1.75,4,0.06
"aérer",1.26,"aérer",5,460.95649409817,771.396078431373,1.85,2,1.26
"aérez",0.03,"aérez",5,435.232573085991,780.623529411765,1.85,3,0.03
"aéros",0.1,"aéros",5,431.37005613171,792.701960784314,1.65,3,0.1
"aérée",0.97,"aérée",5,424.411339023015,821.592156862745,1.65,3,0.97
"aérés",0.39,"aérés",5,431.115006712155,817.160784313725,1.65,3,0.39
"aînée",6.26,"aînée",5,454.784187133525,804.941176470588,1.7,4,6.26
"aînés",5.29,"aînés",5,461.487854822665,800.509803921569,1.8,2,5.29
"aître",0.06,"aître",5,489.750892056006,733.325490196078,1.65,3,0.06
"aïeul",2.52,"aïeul",5,553.649927313954,741.105882352941,2.35,0,2.52
"aïnos",0.03,"aïnos",5,463.031849703342,773.698039215686,1.9,1,0.03
"aïnou",0.03,"aïnou",5,486.669805034463,768.317647058824,2.65,1,0.03
"aïoli",0.16,"aïoli",5,587.68911935118,713.341176470588,2.15,1,0.16
"babas",0.29,"babas",5,452.538461003414,877.933333333333,1.85,2,0.29
"babel",1.45,"babel",5,532.593145949404,854.270588235294,1.9,2,1.45
"babil",0.39,"babil",5,576.475273529063,819.337254901961,1.8,2,0.39
"babys",0.03,"babys",5,538.545932711501,894.823529411765,1.9,1,0.03
"bacon",2.65,"bacon",5,448.442461170348,827.137254901961,1.8,2,2.65
"badge",0.39,"badge",5,511.486363541513,941.066666666667,1.85,2,0.39
"badin",0.94,"badin",5,514.01944508204,855.380392156863,1.55,4,0.94
"baffe",0.77,"baffe",5,503.979965082875,843.301960784314,1.75,3,0.77
"bagne",2.77,"bagne",5,474.539507126014,900.345098039216,1.5,8,2.77
"bagot",0.03,"bagot",5,523.218800993259,876.282352941176,1.55,6,0.03
"bagou",0.13,"bagou",5,505.098583143792,884.98431372549,1.8,2,0.13
"bague",9.1,"bague",5,477.930501012039,887.627450980392,1.4,8,9.1
"bagué",0.1,"bagué",5,492.888261029845,909.443137254902,1.75,2,0.1
"bahut",3.84,"bahut",5,494.836473787811,844.450980392157,1.9,0,3.84
"baies",4.58,"baies",5,441.968205941474,804.41568627451,1.1,13,4.58
"bains",24.97,"bains",5,454.564225945787,807.321568627451,1.25,10,24.97
"baisa",1.68,"baisa",5,460.636750620786,805.560784313725,1.65,4,1.68
"baise",6.87,"baise",5,448.235543128212,804.41568627451,1,8,6.87
"baisé",2.23,"baisé",5,463.193303146018,826.23137254902,1.35,4,2.23
"balai",7.71,"balai",5,535.658664941676,783.043137254902,1.8,2,7.71
"balan",0.03,"balan",5,496.256614430092,820.882352941176,1.8,3,0.03
"bales",1.16,"bales",5,468.433005724459,812.4,1.3,11,1.16
"balla",0.16,"balla",5,544.984116186381,791.027450980392,1.7,5,0.16
"balle",31.81,"balle",5,532.582908693806,789.882352941176,1.2,12,31.81
"balsa",0.03,"balsa",5,487.101550403771,813.545098039216,1.75,4,0.03
"balte",0.42,"balte",5,494.110051541013,798.317647058824,1.65,6,0.42
"banal",9.45,"banal",5,509.621736257467,820.882352941176,1.65,3,9.45
"banco",0.81,"banco",5,439.792589501212,827.137254901961,1.8,2,0.81
"bancs",13.71,"bancs",5,423.440670798293,825.349019607843,1.65,2,13.71
"banda",0.29,"banda",5,462.993872114293,891.458823529412,1.65,5,0.29
"bande",43.52,"bande",5,450.592664621718,890.313725490196,1.45,6,43.52
"bandé",1.03,"bandé",5,465.550424639525,912.129411764706,1.65,5,1.03
"bangs",0.13,"bangs",5,482.382217306928,895.913725490196,1.7,4,0.13
"banjo",0.55,"banjo",5,537.125989608329,831.635294117647,1.85,2,0.55
"banni",1.61,"banni",5,486.327574094553,814.658823529412,1.75,1,1.61
"barba",0.13,"barba",5,471.067316319929,853.98431372549,1.65,6,0.13
"barbe",29.71,"barbe",5,458.666108827354,852.839215686275,1.4,8,29.71
"barbu",4.74,"barbu",5,489.007731847616,843.027450980392,1.75,3,4.74
"barbé",0.16,"barbé",5,473.62386884516,874.654901960784,1.65,5,0.16
"barca",0.1,"barca",5,437.799097162809,799.639215686274,1.85,3,0.1
"barda",0.87,"barda",5,471.654758675374,860.172549019608,1.3,11,0.87
"barde",0.42,"barde",5,459.253551182799,859.027450980392,1,16,0.42
"bardé",1.23,"bardé",5,474.211311200606,880.843137254902,1.25,12,1.23
"baret",0.03,"baret",5,464.612006760845,796.886274509804,1.75,4,0.03
"barge",0.29,"barge",5,484.339436178869,869.058823529412,1.5,9,0.29
"baril",0.77,"baril",5,554.477698252056,753.517647058824,1.85,1,0.77
"barjo",0.16,"barjo",5,545.78687616941,800.349019607843,1.95,1,0.16
"barns",0.03,"barns",5,435.449853584568,813.874509803922,1.8,1,0.03
"baron",13.13,"baron",5,455.803863141566,815.662745098039,1.75,3,13.13
"barra",0.52,"barra",5,459.81822228714,788.164705882353,1.45,9,0.52
"barre",23.23,"barre",5,447.417014794566,787.019607843137,1.25,11,23.23
"barri",0.03,"barri",5,513.659289554771,752.086274509804,1.65,4,0.03
"barré",4.16,"barré",5,462.374774812372,808.835294117647,1.5,8,4.16
"barye",0.19,"barye",5,509.844689745355,833.435294117647,1.7,4,0.19
"basal",0.68,"basal",5,511.93198811983,813.545098039216,1.85,2,0.68
"baser",0.39,"baser",5,458.903109849828,810.96862745098,1.25,10,0.39
"bases",26.42,"bases",5,416.503198881538,834.917647058823,1,15,26.42
"basez",0.03,"basez",5,433.179188837648,820.196078431373,1.7,4,0.03
"basic",0.29,"basic",5,473.764947937315,787.509803921569,1.95,1,0.29
"basin",0.1,"basin",5,480.521883020678,807.321568627451,1.75,3,0.1
"basse",58.1,"basse",5,422.770536068275,834.917647058823,1,15,58.1
"basta",0.81,"basta",5,454.581452190666,821.980392156863,1.9,2,0.81
"baste",0.16,"baste",5,442.180244698092,820.835294117647,1.4,10,0.16
"basée",5.77,"basée",5,422.357954774672,861.164705882353,1.45,6,5.77
"basés",1.97,"basés",5,429.061622463812,856.733333333333,1.6,4,1.97
"baths",0.06,"baths",5,465.169837725795,849.83137254902,1.85,1,0.06
"batik",0.06,"batik",5,535.962805611779,815.98431372549,1.95,0,0.06
"batte",0.87,"batte",5,456.128272437034,806.752941176471,1,14,0.87
"battu",12.97,"battu",5,486.469895457295,796.941176470588,1.75,2,12.97
"batée",0.03,"batée",5,436.305982513615,847.082352941177,1.6,7,0.03
"bauge",0.81,"bauge",5,479.364747615966,887.627450980392,1.55,7,0.81
"baugé",0.39,"baugé",5,494.322507633772,909.443137254902,1.85,3,0.39
"baume",2.32,"baume",5,477.070592408655,882.152941176471,1.75,4,2.32
"baver",2.16,"baver",5,487.534109578559,785.345098039216,1.45,8,2.16
"baves",0.13,"baves",5,445.134198610269,809.294117647059,1.25,12,0.13
"bavez",0.06,"bavez",5,461.81018856638,794.572549019608,1.5,8,0.06
"bayer",0.65,"bayer",5,528.825898489938,833.435294117647,1.6,6,0.65
"bayes",0.26,"bayes",5,486.425987521648,857.38431372549,1.6,6,0.26
"bazar",3.84,"bazar",5,463.309165397268,797.392156862745,1.9,0,3.84
"bazin",1.03,"bazin",5,477.240886421967,792.6,1.85,2,1.03
"beauf",0.61,"beauf",5,497.041410874387,833.729411764706,1.85,1,0.61
"beaux",51.48,"beaux",5,473.171985615813,823.074509803922,1.65,4,51.48
"becta",0.03,"becta",5,454.073366302888,808.360784313726,1.85,3,0.03
"becte",0.16,"becte",5,441.672158810313,807.21568627451,1.75,4,0.16
"becté",0.48,"becté",5,456.62991882812,829.03137254902,1.85,2,0.48
"bedon",0.1,"bedon",5,483.453471888932,886.525490196078,1.85,2,0.1
"beige",4.35,"beige",5,503.956489924809,861.360784313726,1.7,3,4.35
"belge",9.42,"belge",5,530.421289707794,869.345098039216,1.75,4,9.42
"belle",164.58,"belle",5,533.085590078528,788.737254901961,1.4,9,164.58
"belon",0.52,"belon",5,501.885716670491,815.949019607843,1.8,3,0.52
"benne",0.97,"benne",5,420.587980719069,848.447058823529,1.65,5,0.97
"benêt",0.81,"benêt",5,472.112737794655,853.454901960784,1.9,1,0.81
"berce",1.81,"berce",5,425.900571054955,797.349019607843,1.4,8,1.81
"bercé",1.97,"bercé",5,440.858331072762,819.164705882353,1.65,5,1.97
"berge",4.97,"berge",5,484.842117563591,867.913725490196,1.45,9,4.97
"berle",0.23,"berle",5,487.506417934324,787.305882352941,1.55,8,0.23
"berme",0.06,"berme",5,482.55628960346,862.439215686275,1.5,9,0.06
"berne",1.39,"berne",5,429.24886728015,817.160784313725,1.25,12,1.39
"berné",0.68,"berné",5,444.206627297956,838.976470588235,1.7,4,0.68
"berça",0.39,"berça",5,465.226468849334,826.694117647059,1.95,1,0.39
"besef",0.03,"besef",5,483.944006009639,837.964705882353,2.15,1,0.03
"bette",0.26,"bette",5,456.630953821755,805.607843137255,1.35,10,0.26
"beurk",0.26,"beurk",5,511.278126717164,830.094117647059,1.85,1,0.26
"beurs",0.03,"beurs",5,449.648675305524,800.011764705882,1.7,5,0.03
"bezef",0.06,"bezef",5,480.663009410929,823.243137254902,2.6,2,0.06
"biais",12.03,"biais",5,504.432884696978,769.482352941176,1.5,6,12.03
"bibis",0.32,"bibis",5,535.670703698292,805.776470588235,1.8,1,0.32
"bible",13.61,"bible",5,555.93847908798,818.192156862745,1.7,4,13.61
"biche",4.71,"biche",5,490.444542286584,819.792156862745,1.4,10,4.71
"biché",0.03,"biché",5,505.40230230439,841.607843137255,1.6,8,0.03
"bicot",1.77,"bicot",5,517.001245052827,769.639215686274,1.75,4,1.77
"bides",0.1,"bides",5,496.937928204271,846.898039215686,1.45,7,0.1
"bidet",1.52,"bidet",5,538.696101384859,832.81568627451,1.8,2,1.52
"bidon",6.74,"bidon",5,529.887957765581,851.592156862745,1.8,2,6.74
"biefs",0.19,"biefs",5,516.881824315393,803.03137254902,1.8,3,0.19
"biens",34.87,"biens",5,473.42893391482,806.176470588235,1.65,6,34.87
"biffa",0.19,"biffa",5,563.31833983682,808.36862745098,1.9,2,0.19
"biffe",0.55,"biffe",5,550.917132344246,807.223529411765,1.7,3,0.55
"biffé",0.06,"biffé",5,565.874892362052,829.039215686274,1.75,3,0.06
"bigle",0.29,"bigle",5,579.734225041559,834.411764705882,1.2,10,0.29
"biglé",0.16,"biglé",5,594.691985059365,856.227450980392,1.8,2,0.16
"bigne",0.1,"bigne",5,521.476674387384,864.266666666667,1.3,11,0.1
"bigot",1.13,"bigot",5,570.155968254629,840.203921568627,1.7,4,1.13
"bigre",0.77,"bigre",5,540.147503286521,832.980392156863,1.55,7,0.77
"bigue",0.1,"bigue",5,524.86766827341,851.549019607843,1.2,13,0.1
"bijou",6.77,"bijou",5,586.580799755161,782.839215686275,1.9,1,6.77
"bilan",11.42,"bilan",5,543.193781691462,784.803921568627,1.8,2,11.42
"biles",0.03,"biles",5,515.37017298583,776.321568627451,1.15,12,0.03
"bilez",0.23,"bilez",5,532.04616294194,761.6,1.75,3,0.23
"bille",6.61,"bille",5,579.520075955177,753.803921568627,1,15,6.61
"bills",0.16,"bills",5,586.223743644317,749.372549019608,1.75,3,0.16
"biner",0.19,"biner",5,503.530025248835,782.227450980392,1.75,5,0.19
"binet",1.58,"binet",5,502.888287461134,792.094117647059,1.75,5,1.58
"bingo",0.13,"bingo",5,545.671303271218,861.623529411765,1.9,1,0.13
"binot",0.03,"binot",5,515.701760462964,789.450980392157,1.75,5,0.03
"biote",0.39,"biote",5,493.885725017214,786.545098039216,1.75,1,0.39
"bique",1.48,"bique",5,520.165221988049,849.956862745098,1.55,4,1.48
"birbe",0.16,"birbe",5,505.603276088725,816.760784313725,1.85,1,0.16
"bises",0.45,"bises",5,463.440366142908,798.839215686275,1.3,10,0.45
"bison",1.42,"bison",5,496.390395704219,803.533333333333,1.65,6,1.42
"bisou",0.26,"bisou",5,499.891794475859,790.81568627451,1.85,2,0.26
"bisse",0.06,"bisse",5,469.707703329646,798.839215686275,1.35,10,0.06
"bissé",0.1,"bissé",5,484.665463347452,820.654901960784,1.6,7,0.1
"bites",0.61,"bites",5,477.388393881851,784.756862745098,1.15,11,0.61
"bitos",0.35,"bitos",5,490.20186688368,782.113725490196,1.9,1,0.35
"bitte",0.55,"bitte",5,503.065439698405,770.674509803922,1.55,6,0.55
"bizut",0.03,"bizut",5,517.904556615124,760.223529411765,2.2,0,0.03
"bière",22.55,"bière",5,498.931360724495,801.101960784314,1.7,3,22.55
"blair",0.77,"blair",5,576.09677190493,753.517647058824,1.75,2,0.77
"blanc",143.71,"blanc",5,515.790374837412,802.83137254902,1.85,1,143.71
"blase",1,"blase",5,496.082070543718,812.4,1.7,2,1
"blasé",1.84,"blasé",5,511.039830561525,834.21568627451,1.8,1,1.84
"blaze",1.58,"blaze",5,497.502835799093,797.678431372549,1.85,1,1.58
"bleds",0.39,"bleds",5,533.200275441853,854.882352941176,1.85,2,0.39
"blets",0.03,"blets",5,522.477603655864,792.741176470588,1.65,3,0.03
"bleue",33.55,"bleue",5,499.380236351368,805.874509803922,1.7,2,33.55
"bleui",0.35,"bleui",5,565.622511111574,770.941176470588,1.65,2,0.35
"bleus",24.94,"bleus",5,506.083904040508,801.443137254902,1.65,4,24.94
"blitz",0.13,"blitz",5,567.226052904311,743.086274509804,2,0,0.13
"block",0.48,"block",5,568.349830631081,821.788235294118,1.8,1,0.48
"blocs",11.16,"blocs",5,506.720379219441,791.705882352941,1.6,5,11.16
"blond",15.77,"blond",5,564.931257781579,859.576470588235,1.8,0,15.77
"bloom",0.13,"bloom",5,588.208858655203,858.58431372549,2.05,1,0.13
"blots",0.13,"blots",5,529.853368946016,790.098039215686,1.55,6,0.13
"bloum",0.03,"bloum",5,591.382399543711,851.41568627451,1.9,1,0.03
"blues",3.77,"blues",5,494.080288518385,801.443137254902,1.7,2,3.77
"bluff",1.45,"bluff",5,617.067324666651,805.396078431373,2,0,1.45
"blush",0.06,"blush",5,550.605257044285,830.439215686275,1.85,2,0.06
"blâma",0.13,"blâma",5,577.698352217793,892.603921568627,1.9,2,0.13
"blâme",4.03,"blâme",5,565.297144725218,891.458823529412,1.65,3,4.03
"blâmé",0.45,"blâmé",5,580.254904743025,913.274509803922,1.8,2,0.45
"blême",6.48,"blême",5,565.790697577363,890.298039215686,1.8,3,6.48
"blêmi",0.26,"blêmi",5,632.032972337568,855.364705882353,2.25,1,0.26
"bobos",0.39,"bobos",5,467.459040544205,870.356862745098,1.9,0,0.39
"bocal",3.06,"bocal",5,520.715379532443,797.282352941176,1.85,3,3.06
"boche",3.35,"boche",5,453.301533710326,852.082352941177,1.3,11,3.35
"bocks",0.23,"bocks",5,482.573560364194,844.305882352941,1.8,2,0.23
"boers",0.9,"boers",5,454.9567542377,807.180392156863,1.9,0,0.9
"boeuf",15.55,"boeuf",5,506.615044967968,829.941176470588,1.9,0,15.55
"bogie",0.71,"bogie",5,515.619773386473,858.717647058824,1.85,1,0.71
"bogue",0.19,"bogue",5,487.724659697152,883.839215686275,1.5,7,0.19
"boira",0.97,"boira",5,488.726753333472,777.823529411765,1.7,3,0.97
"boire",56.74,"boire",5,476.325545840897,776.678431372549,1.3,10,56.74
"boise",0.03,"boise",5,458.029701813325,800.627450980392,1.2,13,0.03
"boisé",0.9,"boisé",5,472.987461831131,822.443137254902,1.55,6,0.9
"boite",1.13,"boite",5,477.439410443141,786.545098039216,1.2,9,1.13
"boité",0.16,"boité",5,492.397170460947,808.360784313726,1.65,5,0.16
"boive",0.97,"boive",5,495.408012853952,775.003921568627,1.75,4,0.97
"bolas",0.1,"bolas",5,485.914216555723,809.756862745098,1.85,1,0.1
"boldo",0.13,"boldo",5,537.682468404175,854.027450980392,2,0,0.13
"bolet",0.26,"bolet",5,519.985337590161,794.529411764706,1.75,2,0.26
"bolge",0.03,"bolge",5,539.712767008186,866.701960784314,1.85,3,0.03
"bolée",0.1,"bolée",5,484.081920302707,834.858823529412,1.75,4,0.1
"bomba",0.23,"bomba",5,523.967038791394,926.760784313725,1.8,3,0.23
"bombe",15.32,"bombe",5,511.565831298819,925.61568627451,1.6,4,15.32
"bombé",1.9,"bombé",5,526.523591316625,947.43137254902,1.75,3,1.9
"bonde",0.39,"bonde",5,460.386823306831,886.525490196078,1,14,0.39
"bondi",1.9,"bondi",5,526.629098067037,851.592156862745,1.5,4,1.9
"bonds",3.94,"bonds",5,467.090490995971,882.094117647059,1.2,10,3.94
"bondé",1.26,"bondé",5,475.344583324638,908.341176470588,1.2,11,1.26
"bonir",0.35,"bonir",5,510.269144252237,779.58431372549,1.7,3,0.35
"bonis",0.16,"bonis",5,467.869233283947,803.533333333333,1.5,5,0.16
"bonit",0.06,"bonit",5,509.627406464536,789.450980392157,1.6,3,0.06
"bonne",231.65,"bonne",5,429.879458019461,845.803921568627,1.25,10,231.65
"bonni",0.13,"bonni",5,496.121732779666,810.870588235294,1.55,4,0.13
"bonté",12.58,"bonté",5,464.621911538648,846.2,1.6,7,12.58
"bonus",2.74,"bonus",5,439.974119594626,828.654901960784,1.75,3,2.74
"bonze",0.68,"bonze",5,431.6752081464,823.745098039216,1.7,3,0.68
"booms",0.1,"booms",5,496.960785704845,881.101960784314,1.8,3,0.1
"boots",0.61,"boots",5,463.446384130096,814.403921568627,1.8,3,0.61
"borax",0.39,"borax",5,483.403744896326,801.862745098039,1.95,0,0.39
"borda",0.52,"borda",5,481.448917360487,856.38431372549,1.35,8,0.52
"borde",1.77,"borde",5,469.047709867912,855.239215686275,1,13,1.77
"bordj",0.39,"bordj",5,596.000253183926,842.83137254902,1.75,4,0.39
"bords",21.65,"bords",5,475.751377557052,850.807843137255,1.3,9,21.65
"bordé",4.16,"bordé",5,484.005469885719,877.054901960784,1.35,9,4.16
"borna",0.94,"borna",5,450.941552073116,815.662745098039,1.65,4,0.94
"borne",11.94,"borne",5,438.540344580542,814.517647058824,1.25,9,11.94
"borné",4.16,"borné",5,453.498104598348,836.333333333333,1.55,6,4.16
"borée",0.1,"borée",5,438.502748158503,833.427450980392,1.5,6,0.1
"bosco",2.13,"bosco",5,451.897000048688,816.011764705882,2,0,2.13
"boson",0.03,"boson",5,459.247387127961,835.823529411765,1.75,2,0.03
"bossa",0.03,"bossa",5,444.965902245963,832.274509803922,1.7,4,0.03
"bosse",7.1,"bosse",5,432.564694753388,831.129411764706,1.15,12,7.1
"bossu",2.77,"bossu",5,462.90631777365,821.317647058824,1.55,4,2.77
"bossé",0.52,"bossé",5,447.522454771195,852.945098039216,1.4,9,0.52
"botta",0.06,"botta",5,478.323638614722,804.109803921569,1.7,5,0.06
"botte",5.55,"botte",5,465.922431122147,802.964705882353,1.05,14,5.55
"botté",1.55,"botté",5,480.880191139953,824.780392156863,1.65,5,1.55
"boucs",0.68,"boucs",5,436.921027481584,808.843137254902,1.75,3,0.68
"bouda",0.32,"bouda",5,476.474228797584,874.952941176471,1.65,6,0.32
"boude",1,"boude",5,464.073021305009,873.807843137255,1.1,12,1
"boudé",0.32,"boudé",5,479.030781322815,895.623529411765,1.45,9,0.32
"boues",1.03,"boues",5,427.673303702466,825.749019607843,1.05,10,1.03
"bouge",20.94,"bouge",5,489.158906301079,883.839215686275,1,12,20.94
"bougé",9.68,"bougé",5,504.116666318885,905.654901960784,1.75,5,9.68
"bouif",0.16,"bouif",5,538.493557025505,795.007843137255,2,0,0.16
"boula",0.1,"boula",5,504.224414164387,804.376470588235,1.4,10,0.1
"boule",23.58,"boule",5,491.823206671813,803.23137254902,1,17,23.58
"boulu",0.03,"boulu",5,522.164829692074,793.419607843137,1.6,6,0.03
"boulé",0.35,"boulé",5,506.780966689619,825.047058823529,1.35,10,0.35
"boume",0.55,"boume",5,486.864751093768,878.364705882353,1.45,9,0.55
"boums",0.39,"boums",5,493.568418782908,873.933333333333,1.6,6,0.39
"bourg",10.23,"bourg",5,538.782548393603,855.458823529412,1.85,0,10.23
"bouse",1.9,"bouse",5,433.940640889203,825.749019607843,1.25,9,1.9
"bouta",0.29,"bouta",5,465.751557011594,812.811764705882,1.45,8,0.29
"boute",1.16,"boute",5,453.350349519019,811.666666666667,1,20,1.16
"bouts",13.97,"bouts",5,460.054017208159,807.235294117647,1.35,8,13.97
"bouté",0.65,"bouté",5,468.308109536826,833.482352941176,1.25,10,0.65
"bouzy",0.13,"bouzy",5,544.752800673301,829.062745098039,2,0,0.13
"bouée",2.52,"bouée",5,433.5280595956,851.996078431373,1,15,2.52
"bovin",1.45,"bovin",5,518.947041434522,777.909803921569,1.85,0,1.45
"boxer",0.84,"boxer",5,483.284473008784,800.717647058824,1.65,2,0.84
"boxes",0.97,"boxes",5,440.884562040494,824.666666666667,1.7,4,0.97
"boxez",0.03,"boxez",5,457.560551996604,809.945098039216,1.85,2,0.03
"boxon",0.68,"boxon",5,473.834591601804,829.360784313726,1.9,1,0.68
"boxés",0.03,"boxés",5,453.442985622768,846.482352941176,1.9,1,0.03
"boyau",4.55,"boyau",5,527.545153684034,849.360784313726,1.75,4,4.55
"boîte",58.77,"boîte",5,483.980300342911,795.356862745098,1.75,3,58.77
"braco",0.1,"braco",5,477.047982527526,795.850980392157,1.95,1,0.1
"brade",0.16,"brade",5,487.848057648032,859.027450980392,1.4,8,0.16
"bradé",0.19,"bradé",5,502.805817665838,880.843137254902,1.65,6,0.19
"braie",0.06,"braie",5,488.626799936008,780.466666666667,1.2,9,0.06
"brait",0.03,"brait",5,537.088640805736,761.952941176471,1.6,6,0.03
"brama",0.32,"brama",5,523.040994929365,864.729411764706,1.75,4,0.32
"brame",1.87,"brame",5,510.639787436791,863.58431372549,1.15,14,1.87
"bramé",0.39,"bramé",5,525.597547454597,885.4,1.6,7,0.39
"brand",0.06,"brand",5,518.906942386745,861.933333333333,1.65,2,0.06
"brant",0.1,"brant",5,505.80253323039,799.792156862745,1.65,4,0.1
"brava",0.29,"brava",5,507.495195765428,786.490196078431,1.7,5,0.29
"brave",16,"brave",5,495.093988272854,785.345098039216,1.2,11,16
"bravo",8.58,"bravo",5,518.149574664913,782.701960784314,1.75,4,8.58
"bravé",0.19,"bravé",5,510.05174829066,807.160784313725,1.6,6,0.19
"braye",0.42,"braye",5,538.439196210587,833.435294117647,1.55,5,0.42
"break",1.13,"break",5,521.047000396469,841.050980392157,1.9,1,1.13
"brefs",7.48,"brefs",5,507.779407243563,809.58431372549,1.9,1,7.48
"bribe",0.87,"bribe",5,515.615231378113,816.760784313725,1.7,4,0.87
"brick",0.1,"brick",5,550.680131321773,788.066666666667,1.9,1,0.1
"brida",0.13,"brida",5,528.603881226133,824.094117647059,1.75,4,0.13
